Car_Brand,Model,Engine_Type,Fuel_Efficiency,Safety_Rating,Price,Price_IR,Driving_Condition,Temperature,Road_Type,Traffic_Level,Weather_Condition,Engine_Performance,Battery_Range,Braking_Performance,Comfort_Rating,Emissions,Acceleration,Suspension_Performance,Vehicle_Condition,Tire_Condition,Driver_Experience,Performance_Optimization,Scenario_Adaptability,Rim_Wheel_Size,Rim_Wheel_Style,Rim_Wheel_Material,Spoiler,Bumper_Type,Side_Skirts,Power_Upgrade,Turbo_Supercharger
Tesla,Model 3,Diesel,29,5,57010,4845850,Extreme Weather,29,Off-road terrain,Medium,Snowy,405,,163,7,252,5,7,Moderate wear,New,Intermediate,Low,6,20,Classic,Alloy,No,Reinforced,Yes,Stage 2,Supercharger
BMW,X5,Petrol,18,5,70660,6006100,Urban,34,Off-road terrain,High,Rainy,186,,113,8,272,7,5,Moderate wear,New,Expert,High,6,20,Off-road,Steel,Yes,Reinforced,No,Stage 1,Supercharger
BMW,X5,Electric,28,4,77911,6622435,Off-Road,32,City streets,Low,Rainy,243,,109,7,285,8,6,Poor,Flat,Novice,High,7,17,Sport,Steel,Yes,Sport,No,Stage 2,Turbo
BMW,X5,Petrol,25,5,46367,3941195,Urban,27,Highway,High,Clear,218,,196,9,179,9,9,Well-maintained,New,Expert,Medium,10,21,Classic,Carbon Fiber,No,Sport,Yes,Stage 1,None
Tesla,Model S,Electric,19,4,70808,6018680,Heavy Traffic,10,City streets,High,Snowy,460,,119,9,183,6,9,Moderate wear,Worn,Intermediate,Low,1,18,Classic,Alloy,No,Reinforced,No,Stage 1,None
Mercedes,E-Class,Petrol,30,4,27386,2327810,Highway,9,City streets,Low,Snowy,363,,183,6,169,6,7,Poor,Flat,Expert,High,5,20,Classic,Alloy,Yes,Reinforced,Yes,Stage 1,Supercharger
Ford,Mustang,Electric,17,5,41219,3503615,Extreme Weather,28,Off-road terrain,High,Rainy,374,,101,7,229,5,8,Poor,Flat,Expert,Medium,6,21,Luxury,Steel,Yes,Sport,No,Stock,Supercharger
Hyundai,Kona EV,Electric,28,4,58183,4945555,Urban,33,City streets,High,Rainy,329,,196,8,223,5,5,Well-maintained,New,Intermediate,Low,2,21,Luxury,Alloy,Yes,Reinforced,No,Stage 1,None
Mercedes,E-Class,Diesel,17,4,53262,4527270,Urban,17,City streets,High,Rainy,439,,132,7,230,9,7,Moderate wear,Flat,Expert,Low,9,21,Classic,Alloy,No,Sport,No,Stage 1,Turbo
Hyundai,Kona EV,Diesel,30,4,74747,6353495,Urban,21,Highway,Low,Rainy,444,,185,9,256,9,6,Moderate wear,Worn,Novice,Low,2,17,Classic,Alloy,Yes,Standard,Yes,Stage 1,None
Toyota,Corolla,Petrol,27,4,59351,5044835,Extreme Weather,25,Off-road terrain,Medium,Clear,285,,154,6,290,9,8,Moderate wear,Worn,Expert,High,4,20,Sport,Carbon Fiber,Yes,Reinforced,Yes,Stage 1,Supercharger
BMW,X5,Electric,30,4,40531,3445135,Highway,18,City streets,Medium,Snowy,184,,116,6,248,8,9,Poor,Worn,Expert,Medium,8,17,Off-road,Steel,Yes,Sport,Yes,Stage 1,None
Toyota,Camry,Diesel,20,4,76063,6465355,Urban,3,City streets,Low,Rainy,243,,178,8,164,6,6,Poor,Worn,Intermediate,Low,7,17,Classic,Carbon Fiber,Yes,Standard,Yes,Stage 1,None
Ford,Mustang,Diesel,18,5,75235,6394975,Urban,29,Off-road terrain,High,Snowy,469,,194,6,254,9,6,Well-maintained,New,Intermediate,High,4,19,Off-road,Steel,No,Sport,Yes,Stage 2,None
Mercedes,E-Class,Electric,30,5,23889,2030565,Heavy Traffic,29,Off-road terrain,Medium,Snowy,393,,140,9,288,9,9,Poor,New,Intermediate,Low,8,21,Sport,Steel,No,Standard,No,Stock,Supercharger
Ford,Mustang,Electric,32,5,55556,4722260,Heavy Traffic,14,City streets,Low,Rainy,228,,122,7,280,9,9,Well-maintained,Worn,Novice,High,2,21,Off-road,Steel,No,Reinforced,Yes,Stage 2,Supercharger
Toyota,Corolla,Petrol,29,4,52019,4421615,Off-Road,15,City streets,High,Rainy,272,,198,7,194,8,7,Well-maintained,Worn,Novice,High,7,18,Off-road,Carbon Fiber,Yes,Reinforced,Yes,Stage 1,Supercharger
BMW,3 Series,Electric,34,5,64293,5464905,Heavy Traffic,19,Off-road terrain,Low,Snowy,351,,136,8,162,5,6,Moderate wear,New,Novice,High,10,18,Off-road,Carbon Fiber,No,Reinforced,Yes,Stage 2,Turbo
Ford,Mustang,Electric,31,4,54069,4595865,Urban,5,Off-road terrain,High,Rainy,162,,170,9,194,5,7,Moderate wear,Flat,Expert,High,9,21,Off-road,Steel,No,Standard,Yes,Stage 3,Turbo
Ford,Mustang,Diesel,34,5,79332,6743220,Extreme Weather,-1,City streets,High,Rainy,454,,120,6,241,6,6,Poor,Flat,Novice,Medium,4,18,Luxury,Alloy,No,Sport,Yes,Stage 3,Turbo
Toyota,Corolla,Petrol,37,5,72979,6203215,Urban,24,Highway,Medium,Clear,416,,130,7,160,9,8,Moderate wear,Worn,Novice,Low,7,18,Luxury,Alloy,No,Standard,No,Stage 2,Supercharger
BMW,X5,Diesel,20,5,62719,5331115,Extreme Weather,5,Off-road terrain,High,Rainy,399,,165,6,227,5,6,Poor,Flat,Expert,High,10,20,Classic,Carbon Fiber,Yes,Sport,Yes,Stage 2,Turbo
BMW,3 Series,Petrol,22,4,26704,2269840,Highway,34,Off-road terrain,Medium,Clear,257,,132,8,226,9,5,Moderate wear,Worn,Novice,Medium,10,21,Classic,Alloy,Yes,Sport,No,Stock,None
BMW,X5,Petrol,27,5,53523,4549455,Highway,15,Highway,Medium,Rainy,435,,101,8,260,8,5,Moderate wear,Worn,Intermediate,Low,6,20,Sport,Steel,No,Reinforced,Yes,Stage 3,Turbo
Ford,Mustang,Petrol,22,4,27664,2351440,Urban,28,Highway,Medium,Rainy,419,,130,7,261,8,5,Poor,Flat,Intermediate,High,9,21,Luxury,Steel,No,Sport,No,Stage 3,Supercharger
Tesla,Model S,Diesel,17,5,38909,3307265,Highway,24,Off-road terrain,High,Rainy,310,,132,7,187,6,5,Moderate wear,Worn,Novice,Low,1,18,Luxury,Carbon Fiber,No,Sport,No,Stage 3,Supercharger
Hyundai,Sonata,Electric,33,5,53293,4529905,Extreme Weather,-4,City streets,Medium,Snowy,407,,116,8,159,5,7,Well-maintained,Flat,Expert,Medium,5,19,Classic,Alloy,Yes,Standard,No,Stage 2,Turbo
Mercedes,E-Class,Petrol,24,5,26004,2210340,Extreme Weather,12,City streets,Medium,Snowy,456,,140,6,173,5,8,Well-maintained,Flat,Expert,High,2,17,Sport,Alloy,No,Reinforced,No,Stage 3,None
Tesla,Model S,Diesel,15,4,75598,6425830,Highway,33,City streets,Low,Snowy,393,,167,9,185,9,6,Moderate wear,Flat,Expert,Low,6,20,Luxury,Alloy,No,Sport,Yes,Stage 2,Turbo
Tesla,Model S,Diesel,25,5,77085,6552225,Off-Road,32,City streets,High,Rainy,263,,103,6,217,8,7,Well-maintained,New,Intermediate,Low,2,21,Sport,Steel,No,Reinforced,No,Stage 3,Supercharger
Hyundai,Kona EV,Diesel,20,4,48582,4129470,Off-Road,10,Highway,Medium,Snowy,461,,107,7,176,7,5,Moderate wear,New,Expert,High,6,18,Off-road,Carbon Fiber,Yes,Reinforced,Yes,Stage 2,Supercharger
Ford,Mustang,Electric,27,4,70909,6027265,Off-Road,4,Highway,Medium,Clear,459,,128,7,286,9,9,Moderate wear,New,Novice,Low,8,18,Luxury,Steel,Yes,Reinforced,No,Stock,Supercharger
Hyundai,Sonata,Electric,36,4,28753,2444005,Urban,13,Highway,High,Snowy,495,,180,7,168,7,8,Well-maintained,Flat,Novice,Low,7,20,Classic,Alloy,Yes,Sport,No,Stage 1,Supercharger
Mercedes,E-Class,Diesel,27,5,23959,2036515,Off-Road,2,Highway,Medium,Clear,303,,117,7,200,8,5,Well-maintained,Flat,Intermediate,Low,10,21,Sport,Steel,No,Standard,No,Stage 1,Supercharger
Ford,F-150,Petrol,38,5,66901,5686585,Off-Road,17,Off-road terrain,Low,Rainy,382,,154,6,212,5,6,Well-maintained,Flat,Novice,High,7,20,Off-road,Carbon Fiber,Yes,Reinforced,No,Stage 2,Supercharger
Toyota,Corolla,Diesel,20,4,39483,3356055,Heavy Traffic,34,Off-road terrain,Medium,Clear,345,,174,6,213,6,7,Poor,Worn,Expert,High,5,19,Sport,Carbon Fiber,No,Standard,Yes,Stage 2,Supercharger
Hyundai,Sonata,Electric,23,4,20796,1767660,Extreme Weather,32,City streets,Low,Rainy,295,,156,8,209,8,7,Well-maintained,New,Novice,Medium,3,21,Luxury,Alloy,Yes,Reinforced,No,Stage 2,Turbo
Mercedes,E-Class,Electric,21,5,64542,5486070,Urban,13,Highway,High,Rainy,176,,145,7,182,8,6,Poor,Flat,Intermediate,Low,6,19,Luxury,Alloy,Yes,Reinforced,Yes,Stock,Turbo
Hyundai,Sonata,Petrol,28,5,60831,5170635,Urban,16,Highway,Medium,Clear,400,,137,7,285,8,9,Moderate wear,Flat,Intermediate,Medium,4,20,Luxury,Alloy,No,Reinforced,Yes,Stage 2,None
Toyota,Camry,Petrol,17,5,30532,2595220,Urban,11,City streets,Medium,Rainy,380,,193,7,217,7,9,Poor,Worn,Novice,High,6,20,Sport,Alloy,No,Standard,No,Stage 2,Supercharger
Mercedes,E-Class,Diesel,27,4,42444,3607740,Extreme Weather,3,Highway,Low,Rainy,199,,178,9,247,7,9,Poor,Worn,Intermediate,Low,7,17,Off-road,Carbon Fiber,No,Reinforced,No,Stage 2,None
Mercedes,E-Class,Petrol,39,5,52362,4450770,Off-Road,22,City streets,Medium,Snowy,345,,177,8,239,8,6,Well-maintained,Worn,Intermediate,Medium,2,20,Off-road,Carbon Fiber,No,Standard,No,Stage 1,None
Hyundai,Sonata,Diesel,18,4,44680,3797800,Heavy Traffic,21,Off-road terrain,Low,Clear,196,,142,6,199,9,5,Well-maintained,Worn,Intermediate,Medium,6,17,Classic,Carbon Fiber,No,Sport,No,Stage 3,None
Toyota,Camry,Diesel,29,5,71105,6043925,Off-Road,33,Off-road terrain,Medium,Clear,398,,106,9,250,8,8,Poor,Worn,Intermediate,High,10,18,Sport,Steel,Yes,Reinforced,No,Stock,Turbo
Hyundai,Kona EV,Petrol,21,4,71969,6117365,Highway,7,Off-road terrain,Low,Rainy,325,,173,9,267,5,5,Poor,New,Novice,Low,8,20,Classic,Steel,No,Standard,Yes,Stage 2,Supercharger
BMW,X5,Electric,31,5,49672,4222120,Extreme Weather,7,Off-road terrain,Medium,Snowy,491,,197,7,157,5,9,Moderate wear,Worn,Intermediate,Medium,2,21,Luxury,Alloy,Yes,Sport,No,Stock,Supercharger
Tesla,Model 3,Electric,15,5,32803,2788255,Heavy Traffic,20,Highway,High,Clear,166,,170,7,197,9,7,Poor,Worn,Intermediate,Low,1,20,Luxury,Steel,No,Standard,Yes,Stage 1,Supercharger
Ford,F-150,Diesel,28,4,64888,5515480,Off-Road,20,Highway,Medium,Clear,430,,199,9,181,6,6,Well-maintained,Worn,Novice,Medium,10,18,Off-road,Carbon Fiber,Yes,Standard,No,Stage 3,Supercharger
Tesla,Model 3,Electric,30,5,58526,4974710,Highway,27,Off-road terrain,Low,Clear,448,,188,6,162,7,8,Poor,New,Novice,High,4,21,Sport,Steel,Yes,Sport,No,Stage 2,Turbo
Toyota,Camry,Diesel,24,4,65414,5560190,Heavy Traffic,15,City streets,Medium,Snowy,351,,173,9,294,6,9,Well-maintained,Worn,Expert,High,5,17,Sport,Carbon Fiber,Yes,Sport,Yes,Stage 3,Supercharger
Toyota,Camry,Petrol,15,4,32204,2737340,Heavy Traffic,13,Off-road terrain,Low,Clear,186,,169,7,279,7,5,Moderate wear,New,Novice,Low,3,21,Sport,Carbon Fiber,Yes,Standard,Yes,Stage 1,Supercharger
Hyundai,Kona EV,Diesel,25,5,24001,2040085,Heavy Traffic,23,Off-road terrain,Low,Clear,352,,124,7,191,6,5,Poor,New,Intermediate,Medium,9,19,Off-road,Carbon Fiber,Yes,Standard,Yes,Stage 2,Turbo
Mercedes,GLE,Petrol,31,4,64864,5513440,Heavy Traffic,33,Highway,Low,Snowy,219,,131,9,160,6,6,Poor,Flat,Intermediate,Low,2,21,Classic,Alloy,No,Sport,No,Stage 1,None
BMW,X5,Petrol,25,5,34101,2898585,Off-Road,31,Highway,High,Rainy,245,,198,8,266,8,6,Moderate wear,Worn,Expert,Medium,9,17,Luxury,Steel,No,Reinforced,Yes,Stage 2,Supercharger
Ford,Mustang,Electric,35,5,29765,2530025,Urban,13,Highway,High,Clear,152,,136,6,165,5,9,Poor,Worn,Novice,Medium,1,19,Classic,Steel,No,Standard,No,Stage 1,None
Tesla,Model S,Electric,23,4,49057,4169845,Extreme Weather,8,Off-road terrain,Medium,Snowy,163,,104,8,154,9,7,Well-maintained,New,Intermediate,Low,3,21,Luxury,Alloy,Yes,Standard,No,Stock,None
Hyundai,Kona EV,Petrol,27,4,64542,5486070,Urban,12,Off-road terrain,Medium,Clear,227,,155,9,199,6,6,Poor,New,Expert,Medium,10,20,Sport,Carbon Fiber,No,Standard,No,Stage 1,Turbo
Mercedes,E-Class,Petrol,32,5,72165,6134025,Off-Road,8,City streets,High,Snowy,242,,198,9,187,8,7,Poor,Flat,Novice,Medium,10,20,Off-road,Steel,No,Sport,No,Stage 3,None
Mercedes,E-Class,Electric,24,4,68047,5783995,Highway,27,City streets,Low,Rainy,487,,118,8,206,7,5,Moderate wear,Flat,Intermediate,High,9,19,Luxury,Steel,No,Reinforced,No,Stage 1,None
BMW,X5,Petrol,32,5,72748,6183580,Heavy Traffic,8,City streets,High,Clear,264,,143,9,231,6,8,Moderate wear,Worn,Expert,Medium,2,21,Off-road,Alloy,No,Sport,Yes,Stock,Supercharger
BMW,3 Series,Diesel,33,5,29321,2492285,Heavy Traffic,27,Highway,High,Clear,249,,160,9,204,7,7,Well-maintained,Flat,Intermediate,High,6,19,Luxury,Steel,Yes,Standard,Yes,Stage 2,Turbo
BMW,3 Series,Diesel,25,4,54312,4616520,Highway,5,Off-road terrain,Medium,Clear,326,,101,8,160,6,7,Poor,Worn,Expert,Low,9,18,Off-road,Steel,No,Reinforced,Yes,Stock,Supercharger
BMW,3 Series,Electric,16,5,64740,5502900,Urban,4,Highway,Medium,Snowy,377,,165,7,226,7,9,Moderate wear,Flat,Expert,Medium,10,19,Off-road,Alloy,No,Standard,No,Stage 2,None
Ford,Mustang,Diesel,38,5,20533,1745305,Extreme Weather,13,City streets,Medium,Rainy,399,,151,9,227,6,8,Moderate wear,Worn,Novice,High,10,19,Off-road,Alloy,No,Sport,Yes,Stock,Turbo
Hyundai,Sonata,Electric,22,5,31332,2663220,Extreme Weather,0,City streets,High,Snowy,414,,114,9,254,7,9,Poor,Flat,Intermediate,Low,3,20,Luxury,Carbon Fiber,Yes,Reinforced,No,Stage 3,None
Toyota,Camry,Electric,17,5,44073,3746205,Urban,17,Off-road terrain,Medium,Rainy,295,,124,8,297,6,9,Moderate wear,Worn,Novice,Low,7,20,Luxury,Alloy,Yes,Standard,Yes,Stage 1,Supercharger
Ford,F-150,Diesel,17,5,65206,5542510,Extreme Weather,17,Off-road terrain,Low,Clear,490,,152,7,217,5,5,Well-maintained,Worn,Expert,Low,1,18,Classic,Alloy,No,Reinforced,Yes,Stage 2,Supercharger
Tesla,Model S,Petrol,24,4,66877,5684545,Highway,14,Off-road terrain,Medium,Rainy,201,,162,6,269,5,6,Poor,New,Novice,High,1,20,Classic,Carbon Fiber,No,Sport,Yes,Stage 3,Turbo
Hyundai,Sonata,Petrol,37,5,72433,6156805,Urban,4,Highway,Low,Rainy,154,,133,9,294,5,8,Moderate wear,New,Intermediate,Low,5,17,Sport,Alloy,No,Sport,No,Stage 2,Turbo
Ford,Mustang,Petrol,18,4,23521,1999285,Urban,21,City streets,Low,Clear,232,,165,7,163,8,6,Poor,New,Expert,Medium,3,17,Luxury,Carbon Fiber,No,Sport,Yes,Stage 1,Turbo
Mercedes,E-Class,Electric,33,4,40852,3472420,Urban,34,Off-road terrain,Medium,Clear,172,,106,6,291,7,7,Moderate wear,New,Intermediate,Low,4,19,Off-road,Steel,No,Sport,No,Stage 3,Supercharger
Hyundai,Kona EV,Electric,17,5,58405,4964425,Extreme Weather,29,Off-road terrain,Low,Rainy,479,,196,9,229,7,6,Well-maintained,Flat,Novice,High,8,19,Sport,Steel,No,Reinforced,No,Stage 3,None
BMW,X5,Petrol,25,4,26450,2248250,Heavy Traffic,15,Off-road terrain,Low,Clear,394,,105,6,225,6,5,Moderate wear,Worn,Expert,Low,10,21,Off-road,Steel,Yes,Reinforced,No,Stage 1,Supercharger
Hyundai,Kona EV,Diesel,37,4,73257,6226845,Extreme Weather,17,Highway,Medium,Clear,262,,129,9,227,9,5,Moderate wear,New,Expert,Medium,7,20,Off-road,Steel,Yes,Standard,No,Stage 1,Supercharger
Toyota,Corolla,Electric,25,5,60751,5163835,Extreme Weather,26,Off-road terrain,Low,Snowy,391,,144,9,236,8,7,Moderate wear,Worn,Intermediate,Medium,1,17,Off-road,Steel,No,Standard,Yes,Stage 1,None
Mercedes,E-Class,Petrol,24,5,68971,5862535,Highway,4,Highway,Medium,Snowy,393,,194,8,267,9,5,Poor,Worn,Expert,Low,9,19,Classic,Steel,Yes,Standard,No,Stage 2,None
BMW,X5,Electric,26,4,33881,2879885,Highway,16,Off-road terrain,Low,Snowy,453,,103,6,285,5,8,Moderate wear,Flat,Novice,Low,5,19,Off-road,Steel,No,Standard,Yes,Stage 1,None
Ford,Mustang,Petrol,38,4,69581,5914385,Highway,-1,Off-road terrain,Medium,Clear,498,,127,9,203,9,8,Moderate wear,Worn,Expert,High,7,18,Off-road,Steel,No,Standard,No,Stage 3,None
Mercedes,E-Class,Petrol,32,4,28573,2428705,Urban,25,Off-road terrain,Low,Clear,239,,186,7,204,6,9,Poor,Worn,Novice,Low,10,18,Sport,Carbon Fiber,Yes,Standard,No,Stage 3,Turbo
Tesla,Model S,Petrol,36,5,73554,6252090,Urban,31,Off-road terrain,High,Snowy,231,,198,7,216,9,5,Poor,Flat,Novice,High,6,17,Sport,Carbon Fiber,Yes,Sport,Yes,Stock,Turbo
Tesla,Model S,Diesel,35,4,54469,4629865,Heavy Traffic,5,Off-road terrain,Low,Snowy,358,,138,8,276,9,5,Well-maintained,Flat,Novice,High,3,18,Luxury,Carbon Fiber,Yes,Sport,No,Stage 3,Supercharger
Toyota,Corolla,Electric,19,4,76630,6513550,Extreme Weather,21,City streets,Medium,Snowy,179,,138,8,162,6,8,Poor,Flat,Expert,Low,7,17,Classic,Carbon Fiber,Yes,Standard,Yes,Stage 3,Turbo
Tesla,Model S,Electric,22,4,64145,5452325,Extreme Weather,14,Highway,Low,Snowy,437,,125,7,297,6,6,Poor,Worn,Expert,Medium,5,18,Classic,Steel,Yes,Reinforced,Yes,Stage 2,Turbo
Mercedes,GLE,Diesel,23,5,38174,3244790,Heavy Traffic,3,City streets,High,Snowy,203,,164,7,281,8,6,Moderate wear,Flat,Intermediate,High,10,18,Classic,Alloy,No,Standard,No,Stock,Turbo
Toyota,Camry,Diesel,30,5,46015,3911275,Extreme Weather,2,Off-road terrain,Low,Snowy,445,,126,9,254,6,7,Well-maintained,Flat,Expert,High,1,18,Luxury,Carbon Fiber,Yes,Standard,No,Stage 1,Turbo
Ford,F-150,Petrol,37,5,77576,6593960,Highway,28,Highway,High,Snowy,208,,102,6,227,7,5,Moderate wear,New,Novice,High,1,21,Sport,Alloy,No,Sport,Yes,Stage 3,Turbo
BMW,3 Series,Electric,22,5,44506,3783010,Highway,21,Highway,Medium,Rainy,481,,121,9,161,7,8,Poor,New,Expert,Low,9,19,Luxury,Steel,No,Sport,No,Stock,None
Mercedes,E-Class,Diesel,22,4,50399,4283915,Heavy Traffic,9,Off-road terrain,High,Clear,364,,178,8,252,6,6,Moderate wear,Flat,Expert,Medium,3,21,Sport,Carbon Fiber,Yes,Standard,No,Stage 3,Turbo
Tesla,Model S,Petrol,24,5,41529,3529965,Urban,2,Highway,Medium,Rainy,447,,136,7,289,8,5,Moderate wear,Worn,Expert,High,4,21,Off-road,Alloy,Yes,Reinforced,Yes,Stock,None
Ford,Mustang,Electric,15,4,57653,4900505,Highway,13,Highway,Low,Rainy,365,,160,9,180,6,7,Well-maintained,Worn,Expert,High,6,21,Classic,Carbon Fiber,Yes,Reinforced,No,Stock,None
BMW,X5,Electric,38,5,27276,2318460,Highway,34,City streets,High,Snowy,167,,140,7,292,9,6,Well-maintained,Flat,Intermediate,High,7,21,Off-road,Carbon Fiber,Yes,Reinforced,No,Stage 2,None
Toyota,Camry,Diesel,31,4,56375,4791875,Highway,8,City streets,Low,Rainy,258,,123,8,156,5,7,Poor,Worn,Novice,Low,5,17,Luxury,Alloy,No,Sport,Yes,Stock,Supercharger
Ford,F-150,Diesel,19,4,49536,4210560,Off-Road,-2,Off-road terrain,Low,Rainy,339,,159,9,233,5,9,Moderate wear,New,Novice,High,6,17,Luxury,Steel,Yes,Sport,No,Stock,Turbo
Ford,Mustang,Petrol,38,5,41537,3530645,Extreme Weather,33,Off-road terrain,Low,Rainy,301,,102,6,238,7,9,Moderate wear,New,Intermediate,Low,7,17,Off-road,Steel,No,Reinforced,Yes,Stage 1,Turbo
Toyota,Corolla,Diesel,39,4,75372,6406620,Extreme Weather,25,City streets,High,Rainy,181,,108,9,244,5,9,Poor,New,Expert,Medium,6,20,Off-road,Carbon Fiber,Yes,Sport,No,Stage 2,None
Tesla,Model 3,Petrol,31,5,67419,5730615,Extreme Weather,7,Highway,Low,Snowy,220,,127,7,162,8,5,Poor,Flat,Intermediate,High,8,20,Off-road,Carbon Fiber,Yes,Sport,No,Stage 2,None
BMW,X5,Diesel,32,4,61756,5249260,Highway,23,Off-road terrain,Low,Snowy,170,,142,7,225,9,7,Well-maintained,Worn,Intermediate,Medium,5,17,Sport,Steel,Yes,Reinforced,Yes,Stage 2,Supercharger
Toyota,Corolla,Electric,21,4,43583,3704555,Off-Road,27,Highway,Low,Snowy,428,,142,8,151,6,7,Well-maintained,Worn,Expert,Low,7,17,Classic,Alloy,Yes,Reinforced,Yes,Stage 2,None
BMW,X5,Diesel,32,5,64844,5511740,Heavy Traffic,10,Off-road terrain,Medium,Clear,342,,181,7,164,5,5,Moderate wear,Worn,Novice,Medium,3,18,Luxury,Carbon Fiber,No,Reinforced,Yes,Stock,Turbo
Hyundai,Kona EV,Electric,24,4,29431,2501635,Extreme Weather,20,City streets,High,Rainy,335,,111,6,265,6,5,Well-maintained,Flat,Intermediate,Medium,1,20,Classic,Steel,Yes,Sport,Yes,Stage 1,Turbo
Toyota,Corolla,Electric,39,5,24132,2051220,Extreme Weather,14,Off-road terrain,Low,Rainy,254,,118,6,207,8,7,Well-maintained,Worn,Expert,High,7,18,Off-road,Carbon Fiber,No,Reinforced,Yes,Stage 2,Turbo
Mercedes,GLE,Electric,17,4,66290,5634650,Highway,33,Off-road terrain,Medium,Snowy,399,,156,6,201,7,8,Moderate wear,Worn,Intermediate,Low,7,17,Classic,Steel,Yes,Reinforced,No,Stage 3,Turbo
Mercedes,E-Class,Electric,35,4,24158,2053430,Highway,30,Off-road terrain,Low,Snowy,299,,171,8,262,9,8,Poor,Worn,Intermediate,High,6,21,Sport,Steel,Yes,Standard,No,Stock,None
Mercedes,GLE,Electric,19,5,73516,6248860,Urban,30,Off-road terrain,Low,Snowy,392,,185,8,152,9,7,Moderate wear,Worn,Novice,Medium,9,18,Off-road,Alloy,No,Reinforced,No,Stage 2,Supercharger
Tesla,Model 3,Electric,21,5,47326,4022710,Highway,19,Off-road terrain,Medium,Snowy,195,,176,7,181,5,8,Moderate wear,Worn,Expert,Low,6,21,Sport,Alloy,Yes,Sport,No,Stage 1,None
Toyota,Camry,Petrol,22,4,64588,5489980,Heavy Traffic,11,City streets,Medium,Clear,333,,162,8,223,6,8,Well-maintained,Worn,Expert,High,10,17,Off-road,Alloy,Yes,Sport,No,Stage 3,None
Tesla,Model 3,Diesel,35,5,73470,6244950,Heavy Traffic,11,Highway,High,Snowy,382,,114,9,298,8,7,Moderate wear,New,Intermediate,High,10,19,Luxury,Steel,No,Sport,No,Stage 1,Turbo
Hyundai,Sonata,Electric,15,5,66861,5683185,Extreme Weather,7,City streets,High,Clear,334,,116,9,163,7,5,Poor,Worn,Novice,High,2,20,Off-road,Carbon Fiber,No,Standard,Yes,Stage 1,Turbo
Ford,Mustang,Petrol,26,4,36761,3124685,Urban,19,City streets,High,Rainy,462,,136,9,186,8,6,Well-maintained,Flat,Expert,High,3,20,Luxury,Alloy,No,Standard,No,Stage 2,Turbo
BMW,X5,Diesel,37,4,33986,2888810,Off-Road,1,Highway,Medium,Snowy,499,,197,6,281,6,5,Moderate wear,Worn,Expert,High,2,17,Classic,Alloy,No,Reinforced,No,Stage 1,Supercharger
Tesla,Model S,Petrol,17,4,33281,2828885,Heavy Traffic,23,City streets,Medium,Clear,233,,173,9,167,9,9,Well-maintained,Flat,Expert,Low,10,17,Off-road,Steel,No,Reinforced,No,Stage 2,Supercharger
Toyota,Camry,Electric,35,5,63188,5370980,Off-Road,15,City streets,Medium,Rainy,424,,103,6,265,9,5,Well-maintained,Worn,Expert,Low,3,17,Classic,Alloy,No,Standard,Yes,Stage 3,None
Toyota,Corolla,Petrol,18,4,63022,5356870,Off-Road,33,Off-road terrain,Low,Clear,450,,131,9,246,5,5,Moderate wear,Worn,Expert,Low,6,17,Off-road,Steel,Yes,Standard,Yes,Stock,None
Ford,F-150,Electric,30,5,70924,6028540,Extreme Weather,2,Off-road terrain,Low,Clear,294,,117,9,292,8,5,Poor,New,Expert,Medium,2,19,Off-road,Alloy,Yes,Reinforced,Yes,Stage 3,Supercharger
Tesla,Model 3,Petrol,27,4,23956,2036260,Highway,20,Highway,High,Rainy,390,,119,9,241,8,5,Well-maintained,New,Intermediate,High,1,19,Off-road,Alloy,Yes,Reinforced,Yes,Stock,None
Toyota,Camry,Electric,24,5,42315,3596775,Off-Road,26,Off-road terrain,High,Snowy,407,,189,6,294,5,8,Moderate wear,Flat,Intermediate,High,4,18,Sport,Carbon Fiber,No,Standard,Yes,Stage 1,Turbo
Hyundai,Sonata,Electric,21,4,75202,6392170,Heavy Traffic,0,Off-road terrain,High,Snowy,451,,143,9,157,6,9,Well-maintained,New,Expert,High,4,17,Off-road,Alloy,No,Standard,Yes,Stage 1,Turbo
Hyundai,Sonata,Electric,21,5,20164,1713940,Extreme Weather,20,Off-road terrain,Medium,Snowy,171,,138,8,207,6,6,Moderate wear,Worn,Intermediate,Low,10,19,Luxury,Carbon Fiber,Yes,Standard,Yes,Stage 3,Turbo
Mercedes,E-Class,Petrol,29,4,67177,5710045,Highway,26,City streets,Medium,Clear,484,,147,8,189,7,8,Poor,Flat,Intermediate,Medium,9,20,Classic,Alloy,Yes,Reinforced,Yes,Stage 3,Supercharger
Mercedes,GLE,Diesel,38,4,39623,3367955,Extreme Weather,8,Off-road terrain,Medium,Snowy,238,,160,6,275,9,5,Poor,Flat,Novice,Medium,5,21,Luxury,Alloy,No,Reinforced,Yes,Stage 1,Turbo
Hyundai,Kona EV,Petrol,15,4,40455,3438675,Extreme Weather,19,Off-road terrain,High,Snowy,277,,180,7,153,9,8,Poor,Worn,Expert,High,7,20,Off-road,Steel,No,Reinforced,No,Stock,None
Toyota,Corolla,Diesel,39,4,33786,2871810,Extreme Weather,15,Off-road terrain,High,Clear,460,,108,6,298,8,9,Poor,Flat,Expert,Medium,8,17,Luxury,Alloy,No,Reinforced,No,Stage 2,None
